faiss_idx,item_id,source,title,authors,category,text
347,book_350,book,"Angus, Thongs and Full-Frontal Snogging",Louise Rennison,"Epistolary novel, Children's literature, Young adult literature","The story is told through the journal of a teenage girl named Georgia Nicolson. Georgia is growing up in England with her best friend Jas and the rest of the Ace Gang, a group of best friends who share secrets, have sleepovers, and talk about boys whom they have snogged. She lives with her mother, father, her mad little sister Libby and her half Scottish Wildcat, Angus, whom the family found on a small family holiday to Scotland. Angus gets into trouble from Mr and Mrs Across the Road, the Prat "
348,book_351,book,Gil Blas,Alain-René Lesage,Picaresque novel,"Gil Blas is born in misery to a stablehand and a chambermaid of Santillana in Cantabria, and is educated by his uncle. He leaves Oviedo at the age of seventeen to attend the University of Salamanca. His bright future is suddenly interrupted when he is forced to help robbers along the route and is faced with jail. He becomes a valet and, over the course of several years, is able to observe many different classes of society, both lay and clerical. Because of his occupation, he meets many disreputa"
349,book_352,book,"Inside, Outside",Herman Wouk,"Fiction, Historical novel","The story alternates between Goodkind telling his family history and early years (specifically, his first 26 years (1915-1941)) and his account of current events in 1973, leading up to the Yom Kippur War. The tales of Goodkind's early years describe his family - his mother and father, his sister, his mother's father and father's mother, his mother's half sister, and a tribe of more distant uncles, aunts and cousins (the 'Mishpokha', Yiddish for 'family'). After college, Goodkind works for Harry "
350,book_353,book,Dragonsblood,Anne McCaffrey,"Science Fiction, Speculative fiction","Occasional chapters of Dragonsblood are set soon after the end of the First Pass of the Red Star, nearly 450 years before most of the action. There (or then) the elderly Wind Blossom, a geneticist and daughter of the legendary Kitti Ping, is bemoaning the gradual loss of manufactured items and the technology to create them. She and her ex-protégé Tieran are startled by two fire-lizards who literally fall from the sky. One, a gold, dies upon arrival and it is obvious that both are sick. They nurs"
351,book_354,book,Dragonsdawn,Anne McCaffrey,"Science Fiction, Children's literature, Fantasy","The planet Pern seemed a paradise to its new colonists—seeking to return to an agrarian-based simpler way of life, Admiral Paul Benden, Governor Emily Boll and the rest of the colonists had selected Pern as a place to leave their recent wars and troubles behind. Shortly after arriving on the planet, however, a new threat appeared&nbsp;– Thread. With time running out and the colony's destruction imminent, geneticist Kitti Ping Yung and her granddaughter Wind Blossom set out to bio-engineer Pernes"
352,book_355,book,Premalekhanam,Vaikom Muhammad Basheer,Unknown,"A young bank employee, Keshavan Nair, Hindu by religion, Nair by caste lodges on the upper floor of the house belonging to Saramma's father. Saraamma is a Christian by religion, beautiful, young, unmarried, unemployed, happy-go-lucky with a sting on the tip of her tongue. Keshavan Nair is an honest simpleton haplessly in love with her. The book gets its title from the letter that Keshavan Nair composes to reveal to Saramma his love for her. The setting is 1940's Kerala. The story is a sarcastic "
353,book_356,book,The Forbidden City,Ian Page,"Gamebook, Children's literature","The series plays for the most part at the tip of south-eastern Magnamund, in the land then known as the Shadakine Empire. A tyrant called Shasarak the Wytch-King has subjugated the people and with the help of seven Shadaki Wytches is ruling with an iron fist. The Second installment of the World of Lone Wolf series takes place after Grey Star has found the Lost Tribe of Azanam. Grey Star begins his journey with the aid of a Kundi mystic named Urik, and journeys through Desolation Valley, beyond t"
354,book_357,book,The Full Cupboard of Life,Alexander McCall Smith,"Mystery, Detective fiction","Mma Ramotswe is now engaged to the mechanic Mr. J.L.B. Matekoni, but he seems reluctant to set a wedding date, which makes her a little unhappy. She takes on an interesting investigation: Mma Holonga, a rich businesswoman, is seeking a husband, and asks Mma Ramotswe to check the men on her shortlist of four, to eliminate those who only want her for her money. Meanwhile Mma Makutsi, Mma Ramotswe's assistant, moves to better rooms thanks to her promotion and extra income, but is mourning the loss "
355,book_358,book,The White Lioness,Henning Mankell,"Crime Fiction, Mystery, Fiction","Apart from a prologue following the formation of the Boer nationalist group Broederbond in 1918, the story takes place in 1992. The plot follows two parallel patterns, one during late apartheid South Africa where incumbent president F.W. de Klerk, leader of the Afrikaner minority which is on the brink of losing power to the African majority under the leadership of the ANC, about to end 44 years of suppression by the Broederbond rule. Simultaneously, detective chief inspector Kurt Wallander is in"
356,book_359,book,Phaedo,Plato,Unknown,"The scene is at Compoton where Echecrates who, meeting Phaedo, asks for news about the last days of Socrates. Phaedo explains why a delay occurred between his trial and his death, and describes the scene in a prison at Athens on the final day, naming those present. He tells how he had visited Socrates early in the morning with the others. Socrates' wife Xanthippe was there, but was very distressed and Socrates asked that she be taken away. Socrates' relates how, bidden by a recurring dream to ""m"
357,book_360,book,The Twelve and the Genii,Pauline Clarke,"Children's literature, Fantasy","Max is an eight-year-old boy whose family has just moved into an old farmhouse in Yorkshire. He discovers some old toy soldiers in the attic and is surprised and delighted to find that they come to life. The soldiers, known as the Twelves, or the Young Men, have different personalities; they are brave, intelligent and very independent, not to mention argumentative. They adopt Max as one of their Genii, or protective spirits, and he begins to spend most of his time watching and thinking about the"
358,book_361,book,Stellaluna,Unknown,Unknown,"A mother fruit bat loves her baby called Stellaluna very much and would never let anything happen to her. When the two are attacked by an owl, the predator knocks Stellaluna out of her mother's safe embrace. Soon the baby bat ends up in a bird's nest filled with three baby birds named Pip, Flitter and Flap. The mother bird will let Stellaluna be part of the family only if she eats bugs, does not hang by her feet and sleeps at night. When all the baby animals grow, they learn to fly. When Stellal"
